Verbo(nselect:0) 	 	 {act, move}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {make as if}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {break down, lose it, snap}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {dally, dawdle}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {backslap}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {hugger mugger}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {sauce}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {footle}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {frivol, trifle}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {swell, puff up}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {follow}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {relax, loosen up}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {ramp, rage, storm}(nselect:0)
{act, behave, do}(nselect:0) 	 	 {joke, jest}(nselect:1)
{joke, jest}(nselect:1) 	 	 {clown, clown around, antic}(nselect:0)
Verbo(nselect:0) 	 	 {end, stop, finish, terminate, cease}(nselect:1)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {pass away}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {lapse}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {cut out}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {go out}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {adjourn, recess, break up}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {vanish, disappear}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {culminate, climax}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {run out}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {run low, run short, go}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {vanish, disappear, go away}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {conclude, close}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {turn out, come out}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {discontinue}(nselect:0)
{end, stop, finish, terminate, cease}(nselect:1) 	 	 {break}(nselect:0)
Verbo(nselect:0) 	 	 {hide, conceal}(nselect:1)
{hide, conceal}(nselect:1) 	 	 {veil}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {secrete}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {obstruct, block}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {cover}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {bosom}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {bury}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {cover, cover up}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {harbor, harbour, shield}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {obscure, befog, becloud, obnubilate, haze over, fog, cloud, mist}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {sweep under the rug}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {lurk, skulk}(nselect:0)
{hide, conceal}(nselect:1) 	 	 {disguise, mask}(nselect:1)
{disguise, mask}(nselect:1) 	 	 {dissemble, cloak, mask}(nselect:0)
{disguise, mask}(nselect:1) 	 	 {dissimulate}(nselect:0)
{disguise, mask}(nselect:1) 	 	 {masquerade}(nselect:0)
{disguise, mask}(nselect:1) 	 	 {camouflage}(nselect:0)
Verbo(nselect:0) 	 	 {have, feature}(nselect:2)
{have, feature}(nselect:2) 	 	 {wear}(nselect:0)
{have, feature}(nselect:2) 	 	 {wear, bear}(nselect:0)
{have, feature}(nselect:2) 	 	 {carry}(nselect:0)
{have, feature}(nselect:2) 	 	 {carry}(nselect:0)
{have, feature}(nselect:2) 	 	 {bear}(nselect:0)
{have, feature}(nselect:2) 	 	 {give off}(nselect:0)
{have, feature}(nselect:2) 	 	 {unite, combine}(nselect:0)
{have, feature}(nselect:2) 	 	 {star}(nselect:0)
{have, feature}(nselect:2) 	 	 {sport, feature, boast}(nselect:0)
{have, feature}(nselect:2) 	 	 {possess}(nselect:0)
{have, feature}(nselect:2) 	 	 {imply, involve}(nselect:0)
{have, feature}(nselect:2) 	 	 {bristle}(nselect:0)
{have, feature}(nselect:2) 	 	 {abound, burst, bristle}(nselect:0)
{have, feature}(nselect:2) 	 	 {brim}(nselect:0)
{have, feature}(nselect:2) 	 	 {carry, pack, take}(nselect:0)
{have, feature}(nselect:2) 	 	 {read, say}(nselect:0)
{have, feature}(nselect:2) 	 	 {wear}(nselect:0)
{have, feature}(nselect:2) 	 	 {carry}(nselect:0)
Verbo(nselect:0) 	 	 {connect, link, tie, link up}(nselect:0)
{connect, link, tie, link up}(nselect:0) 	 	 {attach}(nselect:0)
{attach}(nselect:0) 	 	 {fasten, fix, secure}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {strap}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {tie, bind}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {rig}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {bitt}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {latch}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {garter}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {chain}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {cable}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {picket}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {rope up}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {cinch, girth}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {bind, bandage}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {cramp}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {cleat}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {anchor, cast anchor, drop anchor}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {anchor, ground}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {moor}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {moor, berth, tie up}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {spike}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {sew, run up, sew together, stitch}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {crank}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {noose}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {chock}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {brad}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {bight}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {belay}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {belay}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {bar}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {clamp}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {velcro}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {stay}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {clinch}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {clinch}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {lock}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {lock up}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {hasp}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {zip up, zipper, zip}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {tack}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {string}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {hook}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {belt}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {cement}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {grout}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {staple}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {rivet}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {button}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {pin}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {hang, hang up}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {hang}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {entrench, intrench}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {buckle, clasp}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {brooch, clasp}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {stake}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {wire}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {coapt}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {joggle}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {joint}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {toggle}(nselect:0)
{fasten, fix, secure}(nselect:0) 	 	 {lodge, wedge, stick, deposit}(nselect:1)
{lodge, wedge, stick, deposit}(nselect:1) 	 	 {redeposit}(nselect:0)
Verbo(nselect:0) 	 	 {make, do}(nselect:20)
{make, do}(nselect:20) 	 	 {overdo, exaggerate}(nselect:0)
Verbo(nselect:0) 	 	 {remove, take, take away, withdraw}(nselect:0)
{remove, take, take away, withdraw}(nselect:0) 	 	 {delete, cancel}(nselect:0)
{delete, cancel}(nselect:0) 	 	 {strike, scratch, expunge, excise}(nselect:0)
{delete, cancel}(nselect:0) 	 	 {erase, rub out, score out, efface, wipe off}(nselect:1)
{erase, rub out, score out, efface, wipe off}(nselect:1) 	 	 {sponge}(nselect:0)
{erase, rub out, score out, efface, wipe off}(nselect:1) 	 	 {scratch out, cut out}(nselect:0)
Verbo(nselect:0) 	 	 {err, mistake, slip}(nselect:2)
{err, mistake, slip}(nselect:2) 	 	 {misremember}(nselect:0)
{err, mistake, slip}(nselect:2) 	 	 {stumble, slip up, trip up}(nselect:0)
{err, mistake, slip}(nselect:2) 	 	 {misjudge}(nselect:0)
{err, mistake, slip}(nselect:2) 	 	 {fall for}(nselect:0)
Verbo(nselect:0) 	 	 {contend, fight, struggle}(nselect:0)
{contend, fight, struggle}(nselect:0) 	 	 {fence}(nselect:0)
{fence}(nselect:0) 	 	 {parry, block, deflect}(nselect:3)
Verbo(nselect:0) 	 	 {prevent, forestall, foreclose, preclude, forbid}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {save, make unnecessary}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {obstruct, blockade, block, hinder, stymie, stymy, embarrass}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0)
{thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0) 	 	 {dash}(nselect:0)
{thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0) 	 	 {short-circuit}(nselect:0)
{thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0) 	 	 {ruin}(nselect:0)
{thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk}(nselect:0) 	 	 {disappoint, let down}(nselect:1)
{disappoint, let down}(nselect:1) 	 	 {fail, betray}(nselect:0)
{disappoint, let down}(nselect:1) 	 	 {fall short, come short}(nselect:0)
{disappoint, let down}(nselect:1) 	 	 {disenchant, disillusion}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {stop, halt, block, kibosh}(nselect:0)
{prevent, forestall, foreclose, preclude, forbid}(nselect:0) 	 	 {debar, forefend, forfend, obviate, deflect, avert, head off, stave off, fend off, avoid, ward off}(nselect:1)
Verbo(nselect:0) 	 	 {start, go, get going}(nselect:0)
{start, go, get going}(nselect:0) 	 	 {go on, come up, come on}(nselect:0)
{start, go, get going}(nselect:0) 	 	 {get off the ground, take off}(nselect:4)
Verbo(nselect:0) 	 	 {kill}(nselect:0)
{kill}(nselect:0) 	 	 {eliminate, annihilate, extinguish, eradicate, wipe out, decimate, carry off}(nselect:0)
{kill}(nselect:0) 	 	 {decimate}(nselect:0)
{kill}(nselect:0) 	 	 {drown}(nselect:0)
{kill}(nselect:0) 	 	 {massacre, slaughter, mow down}(nselect:0)
{kill}(nselect:0) 	 	 {butcher, slaughter}(nselect:0)
{kill}(nselect:0) 	 	 {poison}(nselect:0)
{kill}(nselect:0) 	 	 {stone, lapidate}(nselect:0)
{kill}(nselect:0) 	 	 {poison}(nselect:0)
{kill}(nselect:0) 	 	 {commit suicide}(nselect:0)
{kill}(nselect:0) 	 	 {dispatch}(nselect:0)
{kill}(nselect:0) 	 	 {zap, vaporize}(nselect:0)
{kill}(nselect:0) 	 	 {sacrifice}(nselect:0)
{kill}(nselect:0) 	 	 {take off}(nselect:0)
{kill}(nselect:0) 	 	 {tomahawk}(nselect:0)
{kill}(nselect:0) 	 	 {destroy, put down}(nselect:0)
{kill}(nselect:0) 	 	 {saber, sabre}(nselect:0)
{kill}(nselect:0) 	 	 {overlie, overlay}(nselect:0)
{kill}(nselect:0) 	 	 {brain}(nselect:0)
{kill}(nselect:0) 	 	 {put away, put to sleep}(nselect:0)
{kill}(nselect:0) 	 	 {neutralize, neutralise, liquidate, waste, knock off, do in}(nselect:0)
{kill}(nselect:0) 	 	 {exterminate, kill off}(nselect:0)
{kill}(nselect:0) 	 	 {smother, asphyxiate, suffocate}(nselect:0)
{kill}(nselect:0) 	 	 {strangle, strangulate, throttle}(nselect:0)
{kill}(nselect:0) 	 	 {decapitate, behead, decollate}(nselect:0)
{kill}(nselect:0) 	 	 {impale, stake}(nselect:0)
{kill}(nselect:0) 	 	 {dismember}(nselect:0)
{kill}(nselect:0) 	 	 {martyr}(nselect:0)
{kill}(nselect:0) 	 	 {shed blood}(nselect:0)
{kill}(nselect:0) 	 	 {murder, slay, hit, dispatch, bump off, off, polish off, remove}(nselect:0)
{kill}(nselect:0) 	 	 {assassinate}(nselect:0)
{kill}(nselect:0) 	 	 {execute, put to death}(nselect:0)
{kill}(nselect:0) 	 	 {draw, quarter, draw and quarter}(nselect:0)
{kill}(nselect:0) 	 	 {lynch}(nselect:0)
{kill}(nselect:0) 	 	 {shoot, pip}(nselect:0)
{kill}(nselect:0) 	 	 {electrocute, fry}(nselect:0)
{kill}(nselect:0) 	 	 {erase, wipe out}(nselect:1)
Verbo(nselect:0) 	 	 {leave}(nselect:1)
{leave}(nselect:1) 	 	 {jilt}(nselect:0)
{leave}(nselect:1) 	 	 {abandon, forsake, desolate, desert}(nselect:0)
Verbo(nselect:0) 	 	 {take}(nselect:1)
{take}(nselect:1) 	 	 {adopt, take in}(nselect:0)
{take}(nselect:1) 	 	 {take away}(nselect:0)
{take}(nselect:1) 	 	 {take back, repossess}(nselect:0)
{take}(nselect:1) 	 	 {collect, take in}(nselect:0)
{take}(nselect:1) 	 	 {impound, attach, sequester, confiscate, seize}(nselect:0)
{take}(nselect:1) 	 	 {sequester}(nselect:0)
{take}(nselect:1) 	 	 {pocket}(nselect:0)
{take}(nselect:1) 	 	 {bear, take over, accept, assume}(nselect:0)
{take}(nselect:1) 	 	 {snap up, snaffle, grab}(nselect:0)
{take}(nselect:1) 	 	 {recall, call in, call back, withdraw}(nselect:0)
{take}(nselect:1) 	 	 {deprive, strip, divest}(nselect:0)
{take}(nselect:1) 	 	 {unburden}(nselect:0)
Verbo(nselect:0) 	 	 {use, expend}(nselect:0)
{use, expend}(nselect:0) 	 	 {pervert, misuse, abuse}(nselect:0)
{use, expend}(nselect:0) 	 	 {abuse}(nselect:0)
{use, expend}(nselect:0) 	 	 {spare}(nselect:0)
{use, expend}(nselect:0) 	 	 {waste, blow, squander}(nselect:0)
{use, expend}(nselect:0) 	 	 {take, occupy, use up}(nselect:1)
{take, occupy, use up}(nselect:1) 	 	 {be}(nselect:0)
Verbo(nselect:0) 	 	 {change, alter, vary}(nselect:0)
{change, alter, vary}(nselect:0) 	 	 {move}(nselect:0)
{move}(nselect:0) 	 	 {step}(nselect:0)
{move}(nselect:0) 	 	 {scroll}(nselect:0)
{move}(nselect:0) 	 	 {sink, pass, lapse}(nselect:1)
Verbo(nselect:0) 	 	 {diverge}(nselect:0)
Verbo(nselect:0) 	 	 {lose}(nselect:2)
{lose}(nselect:2) 	 	 {white-out, whiteout}(nselect:0)
{lose}(nselect:2) 	 	 {sleep off}(nselect:0)
Verbo(nselect:0) 	 	 {observe, celebrate, keep}(nselect:0)
{observe, celebrate, keep}(nselect:0) 	 	 {mourn}(nselect:0)
{observe, celebrate, keep}(nselect:0) 	 	 {solemnize, solemnise}(nselect:0)
{observe, celebrate, keep}(nselect:0) 	 	 {commemorate, mark}(nselect:4)
Verbo(nselect:0) 	 	 {gather, garner, collect, pull together}(nselect:1)
{gather, garner, collect, pull together}(nselect:1) 	 	 {mobilize, mobilise, marshal, summon}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {rake}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {reap, harvest, glean}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {club}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {hive}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {salvage, scavenge}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {muster, rally, summon, come up, muster up}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {round up}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {pick, pluck, cull}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {nut}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {snail}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {birdnest, bird-nest}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {nest}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {oyster}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {sponge}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {pearl}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {clam}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {shock}(nselect:0)
{gather, garner, collect, pull together}(nselect:1) 	 	 {pile up, heap up, stack up}(nselect:0)
Verbo(nselect:0) 	 	 {issue forth, come}(nselect:1)
Verbo(nselect:0) 	 	 {save, carry through, pull through, bring through}(nselect:0)
{save, carry through, pull through, bring through}(nselect:0) 	 	 {rescue, deliver}(nselect:0)
{rescue, deliver}(nselect:0) 	 	 {reprieve}(nselect:0)
{rescue, deliver}(nselect:0) 	 	 {salvage, salve, relieve, save}(nselect:1)
Verbo(nselect:0) 	 	 {let, allow, permit}(nselect:5)
{let, allow, permit}(nselect:5) 	 	 {pass}(nselect:0)
Verbo(nselect:0) 	 	 {support, back up}(nselect:3)
{support, back up}(nselect:3) 	 	 {sponsor}(nselect:0)
{support, back up}(nselect:3) 	 	 {patronize, patronise, shop, shop at, buy at, frequent, sponsor}(nselect:0)
{support, back up}(nselect:3) 	 	 {promote, advance, boost, further, encourage}(nselect:0)
{support, back up}(nselect:3) 	 	 {undergird}(nselect:0)
{support, back up}(nselect:3) 	 	 {second, back, endorse, indorse}(nselect:0)
{support, back up}(nselect:3) 	 	 {help, assist, aid}(nselect:1)
{help, assist, aid}(nselect:1) 	 	 {facilitate, ease, alleviate}(nselect:0)
{help, assist, aid}(nselect:1) 	 	 {serve, attend to, wait on, attend, assist}(nselect:0)
{help, assist, aid}(nselect:1) 	 	 {benefact}(nselect:0)
{help, assist, aid}(nselect:1) 	 	 {help out}(nselect:0)
{help, assist, aid}(nselect:1) 	 	 {subserve}(nselect:0)
{help, assist, aid}(nselect:1) 	 	 {succor, succour}(nselect:0)
{help, assist, aid}(nselect:1) 	 	 {expedite, hasten}(nselect:0)
{help, assist, aid}(nselect:1) 	 	 {avail}(nselect:0)
{help, assist, aid}(nselect:1) 	 	 {care, give care}(nselect:0)
{help, assist, aid}(nselect:1) 	 	 {bootstrap}(nselect:0)
Verbo(nselect:0) 	 	 {understand, realize, realise, see}(nselect:2)
{understand, realize, realise, see}(nselect:2) 	 	 {perceive}(nselect:0)
{understand, realize, realise, see}(nselect:2) 	 	 {appreciate, take account}(nselect:0)
Verbo(nselect:0) 	 	 {exist, be}(nselect:1)
{exist, be}(nselect:1) 	 	 {come}(nselect:0)
{exist, be}(nselect:1) 	 	 {preexist}(nselect:0)
{exist, be}(nselect:1) 	 	 {kick around, knock about, kick about}(nselect:0)
{exist, be}(nselect:1) 	 	 {coexist}(nselect:0)
{exist, be}(nselect:1) 	 	 {indwell}(nselect:0)
{exist, be}(nselect:1) 	 	 {prevail, hold, obtain}(nselect:0)
{exist, be}(nselect:1) 	 	 {dwell, consist, lie, lie in}(nselect:0)
{exist, be}(nselect:1) 	 	 {endanger, jeopardize, jeopardise, menace, threaten, imperil, peril}(nselect:0)
{exist, be}(nselect:1) 	 	 {flow}(nselect:0)
{exist, be}(nselect:1) 	 	 {distribute}(nselect:0)
{exist, be}(nselect:1) 	 	 {dwell, inhabit}(nselect:0)
Verbo(nselect:0) 	 	 {give}(nselect:3)
{give}(nselect:3) 	 	 {infect}(nselect:0)
{give}(nselect:3) 	 	 {award, grant}(nselect:0)
{give}(nselect:3) 	 	 {deliver, drive home}(nselect:0)
Verbo(nselect:0) 	 	 {cause to be perceived}(nselect:0)
{cause to be perceived}(nselect:0) 	 	 {sound, go}(nselect:0)
{sound, go}(nselect:0) 	 	 {snarl}(nselect:0)
{sound, go}(nselect:0) 	 	 {whistle, sing}(nselect:0)
{sound, go}(nselect:0) 	 	 {blow}(nselect:0)
{sound, go}(nselect:0) 	 	 {ting}(nselect:0)
{sound, go}(nselect:0) 	 	 {make noise, resound, noise}(nselect:0)
{sound, go}(nselect:0) 	 	 {splat}(nselect:0)
{sound, go}(nselect:0) 	 	 {twang}(nselect:0)
{sound, go}(nselect:0) 	 	 {clang, clangor}(nselect:0)
{sound, go}(nselect:0) 	 	 {clank}(nselect:0)
{sound, go}(nselect:0) 	 	 {clangor, clangour}(nselect:0)
{sound, go}(nselect:0) 	 	 {boom, boom out}(nselect:0)
{sound, go}(nselect:0) 	 	 {drum, beat, thrum}(nselect:0)
{sound, go}(nselect:0) 	 	 {rattle}(nselect:0)
{sound, go}(nselect:0) 	 	 {tick, ticktock, ticktack, beat}(nselect:0)
